1.5000000000e+00	-2.8249792142e+00	1.7241379310e+00
2.5000000000e+00	-1.3761960568e+00	2.8591593020e+00
3.5000000000e+00	9.8051654022e-01	3.2255667127e+00
4.5000000000e+00	-9.1609957792e-01	2.9862944958e+00
5.5000000000e+00	-2.1297293159e+00	2.8591593020e+00
6.5000000000e+00	-4.5032529934e-01	3.1082338582e+00
7.5000000000e+00	4.7674991263e+00	3.7576715031e+00
8.5000000000e+00	-1.6827360923e+00	2.9862944958e+00
9.5000000000e+00	-4.2569774695e+00	2.7261014312e+00
1.0500000000e+01	4.8892017511e+00	3.9504962888e+00
1.1500000000e+01	-6.0658893054e-01	3.2255667127e+00
1.2500000000e+01	-4.7399692847e+00	2.5862068966e+00
1.3500000000e+01	-2.2190278961e+00	2.9862944958e+00
1.4500000000e+01	3.6993952410e+00	3.7576715031e+00
1.5500000000e+01	7.0278258254e+00	4.1343375201e+00
1.6500000000e+01	-8.4580918834e-01	3.2255667127e+00
1.7500000000e+01	-9.9041998864e-02	3.3387787467e+00
1.8500000000e+01	4.0867951910e+00	3.8552896164e+00
1.9500000000e+01	-3.6021218810e-01	3.3387787467e+00
2.0500000000e+01	-2.2151497422e+00	3.1082338582e+00
2.1500000000e+01	2.5350507949e-01	3.4482758621e+00
2.2500000000e+01	-4.1718189949e+00	2.8591593020e+00
2.3500000000e+01	-1.7037478293e+00	3.2255667127e+00
2.4500000000e+01	-1.0039710777e-01	3.4482758621e+00
2.5500000000e+01	2.3635976091e+00	3.7576715031e+00
2.6500000000e+01	3.1000948381e+00	3.8552896164e+00
2.7500000000e+01	3.7219351688e-01	3.5544014014e+00
2.8500000000e+01	-6.9069052644e-01	3.4482758621e+00
2.9500000000e+01	4.9907541299e+00	4.1343375201e+00
