5.0000000000e-01	0.0000000000e+00	0.0000000000e+00
1.5000000000e+00	3.4482758621e+00	1.7241379310e+00
2.5000000000e+00	9.4827586207e+00	2.8591593020e+00
3.5000000000e+00	1.2068965517e+01	3.2255667127e+00
4.5000000000e+00	1.0344827586e+01	2.9862944958e+00
5.5000000000e+00	9.4827586207e+00	2.8591593020e+00
6.5000000000e+00	1.1206896552e+01	3.1082338582e+00
7.5000000000e+00	1.6379310345e+01	3.7576715031e+00
8.5000000000e+00	1.0344827586e+01	2.9862944958e+00
9.5000000000e+00	8.6206896552e+00	2.7261014312e+00
1.0500000000e+01	1.8103448276e+01	3.9504962888e+00
1.1500000000e+01	1.2068965517e+01	3.2255667127e+00
1.2500000000e+01	7.7586206897e+00	2.5862068966e+00
1.3500000000e+01	1.0344827586e+01	2.9862944958e+00
1.4500000000e+01	1.6379310345e+01	3.7576715031e+00
1.5500000000e+01	1.9827586207e+01	4.1343375201e+00
1.6500000000e+01	1.2068965517e+01	3.2255667127e+00
1.7500000000e+01	1.2931034483e+01	3.3387787467e+00
1.8500000000e+01	1.7241379310e+01	3.8552896164e+00
1.9500000000e+01	1.2931034483e+01	3.3387787467e+00
2.0500000000e+01	1.1206896552e+01	3.1082338582e+00
2.1500000000e+01	1.3793103448e+01	3.4482758621e+00
2.2500000000e+01	9.4827586207e+00	2.8591593020e+00
2.3500000000e+01	1.2068965517e+01	3.2255667127e+00
2.4500000000e+01	1.3793103448e+01	3.4482758621e+00
2.5500000000e+01	1.6379310345e+01	3.7576715031e+00
2.6500000000e+01	1.7241379310e+01	3.8552896164e+00
2.7500000000e+01	1.4655172414e+01	3.5544014014e+00
2.8500000000e+01	1.3793103448e+01	3.4482758621e+00
2.9500000000e+01	1.9827586207e+01	4.1343375201e+00
